batch_id,inspection_date,inspector_id,pass_fail,defect_type,defect_rate_pct,rework_flag
BATCH-2023-2909,2024-06-07,QC-02,PASS,,0.33,N
BATCH-2023-2910,2023-05-20,QC-02,PASS,,0.35,N
BATCH-2023-2911,2023-11-27,QC-08,FAIL,DimDev,1.63,Y
BATCH-2023-2912,2023-04-27,QC-01,PASS,,0.1,N
BATCH-2023-2913,2023-05-01,QC-07,PASS,,0.01,Y
BATCH-2023-2914,2023-12-07,QC-04,PASS,,0.27,N
BATCH-2023-2915,2024-05-26,QC-01,PASS,,0.03,N
BATCH-2023-2916,2024-01-22,QC-08,PASS,,0.44,Y
BATCH-2023-2917,2023-05-06,QC-03,PASS,,0.35,N
BATCH-2023-2918,2023-09-06,QC-03,PASS,,0.24,N
BATCH-2023-2919,2024-05-21,QC-02,PASS,,0.16,Y
BATCH-2023-2920,2024-05-29,QC-05,PASS,,0.37,Y
BATCH-2023-2921,2024-03-10,QC-04,PASS,,0.33,Y
BATCH-2023-2922,2023-12-31,QC-06,PASS,,0.48,N
BATCH-2023-2923,2024-01-23,QC-08,PASS,,0.21,N
BATCH-2023-2924,2023-11-26,QC-05,PASS,,0.47,Y
BATCH-2023-2925,2024-01-25,QC-02,PASS,,0.21,Y
BATCH-2023-2926,2023-01-22,QC-06,PASS,,0.1,N
BATCH-2023-2927,2024-02-26,QC-07,PASS,,0.07,N
BATCH-2023-2928,2023-01-11,QC-01,PASS,,0.21,N
BATCH-2023-2929,2023-05-02,QC-07,PASS,,0.25,Y
BATCH-2023-2930,2024-05-22,QC-07,PASS,,0.38,N
BATCH-2023-2931,2024-05-07,QC-01,PASS,,0.15,N
BATCH-2023-2932,2023-01-03,QC-04,PASS,,0.15,Y
BATCH-2023-2933,2023-12-31,QC-08,PASS,,0.04,N
BATCH-2023-2934,2024-04-28,QC-05,FAIL,dim_deviation,0.55,Y
BATCH-2023-2935,2023-12-21,QC-07,PASS,,0.38,Y
BATCH-2023-2936,2023-10-24,QC-04,PASS,,0.35,N
BATCH-2023-2937,2023-05-12,QC-04,FAIL,surface_delamination,1.1,N
BATCH-2023-2938,2023-09-10,QC-06,PASS,,0.14,N
BATCH-2023-2939,2023-09-24,QC-05,PASS,,0.43,N
BATCH-2023-2940,2023-03-17,QC-03,PASS,,0.23,Y
BATCH-2023-2941,2023-11-17,QC-08,PASS,,0.45,N
BATCH-2023-2942,2023-11-26,QC-05,PASS,,0.46,N
BATCH-2023-2943,2024-03-21,QC-07,FAIL,edgecrack,0.75,N
BATCH-2023-2944,2023-08-03,QC-05,PASS,,0.07,N
BATCH-2023-2945,2023-08-14,QC-05,PASS,,0.41,N
BATCH-2023-2946,2023-04-20,QC-06,PASS,,0.23,N
BATCH-2023-2947,2023-01-26,QC-06,PASS,,0.42,N
BATCH-2023-2948,2024-04-27,QC-04,PASS,,0.32,N
BATCH-2023-2949,2023-03-14,QC-08,FAIL,surf-delam,4.1,N
BATCH-2023-2950,2023-02-11,QC-06,PASS,,0.05,N
BATCH-2023-2951,2023-08-27,QC-03,PASS,,0.48,N
BATCH-2023-2952,2023-08-24,QC-05,PASS,,0.35,N
BATCH-2023-2953,2023-03-21,QC-01,PASS,,0.21,N
BATCH-2023-2954,2023-04-07,QC-04,PASS,,0.16,N
BATCH-2023-2955,2024-03-01,QC-03,PASS,,0.09,N
BATCH-2023-2956,2023-08-23,QC-05,PASS,,0.17,N
BATCH-2023-2957,2023-02-04,QC-05,PASS,,0.17,N
BATCH-2023-2958,2024-04-22,QC-02,PASS,,0.07,N
BATCH-2023-2959,2023-04-04,QC-06,PASS,,0.25,N
BATCH-2023-2960,2023-11-02,QC-08,PASS,,0.44,Y
BATCH-2023-2961,2023-03-24,QC-08,PASS,,0.4,Y
BATCH-2023-2962,2024-02-06,QC-07,PASS,,0.25,Y
BATCH-2023-2963,2024-06-15,QC-01,PASS,,0.13,N
BATCH-2023-2964,2023-02-23,QC-01,PASS,,0.26,Y
BATCH-2023-2965,2023-03-12,QC-03,PASS,,0.21,N
BATCH-2023-2966,2024-02-08,QC-02,FAIL,edge crack,1.94,N
BATCH-2023-2967,2023-07-06,QC-06,PASS,,0.32,N
BATCH-2023-2968,2023-04-14,QC-03,PASS,,0.14,N
BATCH-2023-2969,2024-06-26,QC-06,PASS,,0.48,N
BATCH-2023-2970,2023-04-15,QC-05,PASS,,0.41,N
BATCH-2023-2971,2024-04-17,QC-04,FAIL,DimDev,1.21,N
BATCH-2023-2972,2023-04-20,QC-06,PASS,,0.07,N
BATCH-2023-2973,2023-09-27,QC-04,PASS,,0.47,Y
BATCH-2023-2974,2023-08-15,QC-02,PASS,,0.15,Y
BATCH-2023-2975,2023-02-16,QC-05,PASS,,0.09,N
BATCH-2023-2976,2024-05-07,QC-07,PASS,,0.35,Y
BATCH-2023-2977,2023-12-20,QC-06,PASS,,0.48,Y
BATCH-2023-2978,2023-10-14,QC-07,PASS,,0.25,Y
BATCH-2023-2979,2024-04-29,QC-02,PASS,,0.25,N
BATCH-2023-2980,2023-06-05,QC-08,PASS,,0.3,N
BATCH-2023-2981,2024-05-13,QC-04,PASS,,0.04,N
BATCH-2023-2982,2024-01-08,QC-06,PASS,,0.03,N
BATCH-2023-2983,2023-12-31,QC-06,PASS,,0.03,N
BATCH-2023-2984,2023-06-07,QC-03,PASS,,0.0,N
BATCH-2023-2985,2024-05-16,QC-08,PASS,,0.05,Y
BATCH-2023-2986,2023-12-19,QC-06,FAIL,SurfDeLam,0.68,Y
BATCH-2023-2987,2023-10-05,QC-04,PASS,,0.33,N
BATCH-2023-2988,2024-06-06,QC-07,PASS,,0.06,N
BATCH-2023-2989,2023-05-22,QC-06,PASS,,0.02,N
BATCH-2023-2990,2024-01-31,QC-01,PASS,,0.01,N
BATCH-2023-2991,2023-05-21,QC-01,PASS,,0.45,Y
BATCH-2023-2992,2023-01-11,QC-02,PASS,,0.31,N
BATCH-2023-2993,2023-11-30,QC-01,PASS,,0.09,N
BATCH-2023-2994,2024-02-27,QC-03,PASS,,0.45,N
BATCH-2023-2995,2023-06-15,QC-06,PASS,,0.45,Y
BATCH-2023-2996,2023-11-24,QC-04,PASS,,0.25,Y
BATCH-2023-2997,2023-09-30,QC-05,PASS,,0.16,N
BATCH-2023-2998,2023-04-06,QC-05,PASS,,0.29,N
BATCH-2023-2999,2023-06-10,QC-01,PASS,,0.22,N
BATCH-2024-3000,2023-12-12,QC-08,PASS,,0.09,N
BATCH-2024-3001,2023-03-31,QC-04,PASS,,0.1,N
BATCH-2024-3002,2024-06-05,QC-01,PASS,,0.04,N
BATCH-2024-3003,2023-02-06,QC-08,PASS,,0.11,N
BATCH-2024-3004,2024-04-14,QC-03,PASS,,0.46,Y
BATCH-2024-3005,2023-03-28,QC-07,PASS,,0.07,N
BATCH-2024-3006,2023-11-21,QC-06,PASS,,0.06,N
BATCH-2024-3007,2023-08-31,QC-04,PASS,,0.48,N
BATCH-2024-3008,2023-05-22,QC-08,PASS,,0.02,N
BATCH-2024-3009,2024-05-11,QC-07,PASS,,0.28,N
BATCH-2024-3010,2024-05-15,QC-04,PASS,,0.37,N
BATCH-2024-3011,2024-05-02,QC-01,PASS,,0.01,N
BATCH-2024-3012,2023-05-21,QC-06,FAIL,surf-delam,0.86,Y
BATCH-2024-3013,2023-08-12,QC-07,PASS,,0.18,N
BATCH-2024-3014,2023-02-19,QC-03,PASS,,0.03,N
BATCH-2024-3015,2023-12-28,QC-06,PASS,,0.46,N
BATCH-2024-3016,2023-09-19,QC-07,PASS,,0.23,N
BATCH-2024-3017,2023-07-14,QC-03,PASS,,0.5,N
BATCH-2024-3018,2024-04-01,QC-03,PASS,,0.28,Y
BATCH-2024-3019,2024-05-21,QC-04,PASS,,0.0,N
BATCH-2024-3020,2023-11-07,QC-05,PASS,,0.02,Y
BATCH-2024-3021,2023-12-30,QC-04,PASS,,0.01,N
BATCH-2024-3022,2023-07-09,QC-03,PASS,,0.2,N
BATCH-2024-3023,2023-05-17,QC-02,PASS,,0.45,N
BATCH-2024-3024,2023-09-06,QC-04,PASS,,0.09,N
BATCH-2024-3025,2023-01-22,QC-05,PASS,,0.08,N
BATCH-2024-3026,2024-05-15,QC-07,PASS,,0.48,N
BATCH-2024-3027,2023-12-11,QC-06,PASS,,0.41,N
BATCH-2024-3028,2023-06-16,QC-08,PASS,,0.14,N
BATCH-2024-3029,2024-05-19,QC-07,PASS,,0.18,N
BATCH-2024-3030,2023-01-26,QC-01,PASS,,0.48,N
BATCH-2024-3031,2023-08-14,QC-06,PASS,,0.21,Y
BATCH-2024-3032,2023-04-21,QC-03,PASS,,0.11,N
BATCH-2024-3033,2023-10-11,QC-07,PASS,,0.4,N
BATCH-2024-3034,2024-02-13,QC-07,PASS,,0.42,N
BATCH-2024-3035,2023-07-08,QC-01,PASS,,0.21,N
BATCH-2024-3036,2023-11-17,QC-02,PASS,,0.07,N
BATCH-2024-3037,2023-04-25,QC-03,PASS,,0.29,N
BATCH-2024-3038,2024-06-18,QC-06,PASS,,0.15,N
BATCH-2024-3039,2023-11-13,QC-05,PASS,,0.38,Y
BATCH-2024-3040,2023-11-02,QC-03,PASS,,0.14,N
BATCH-2024-3041,2023-11-24,QC-04,PASS,,0.14,N
BATCH-2024-3042,2023-12-26,QC-05,PASS,,0.18,N
BATCH-2024-3043,2023-11-11,QC-05,PASS,,0.26,Y
BATCH-2024-3044,2023-05-25,QC-03,PASS,,0.01,N
BATCH-2024-3045,2024-03-25,QC-07,FAIL,DimDev,3.15,Y
BATCH-2024-3046,2023-12-27,QC-01,PASS,,0.35,Y
BATCH-2024-3047,2024-06-20,QC-08,PASS,,0.03,N
BATCH-2024-3048,2024-01-16,QC-08,PASS,,0.06,N
BATCH-2024-3049,2023-03-03,QC-05,PASS,,0.47,N
BATCH-2024-3050,2023-02-14,QC-01,PASS,,0.48,N
BATCH-2024-3051,2024-06-10,QC-03,PASS,,0.25,N
BATCH-2024-3052,2023-09-01,QC-05,PASS,,0.01,N
BATCH-2024-3053,2024-04-05,QC-05,PASS,,0.25,N
BATCH-2024-3054,2023-03-07,QC-06,PASS,,0.08,N
BATCH-2024-3055,2023-11-02,QC-04,PASS,,0.2,N
BATCH-2024-3056,2023-05-19,QC-01,PASS,,0.3,N
BATCH-2024-3057,2023-02-28,QC-05,PASS,,0.05,N
BATCH-2024-3058,2024-05-21,QC-06,PASS,,0.43,N
BATCH-2024-3059,2024-06-02,QC-05,PASS,,0.09,N
BATCH-2024-3060,2024-06-04,QC-06,PASS,,0.45,N
BATCH-2024-3061,2023-01-18,QC-06,PASS,,0.02,N
BATCH-2024-3062,2024-04-27,QC-06,PASS,,0.38,N
BATCH-2024-3063,2023-03-26,QC-02,PASS,,0.49,N
BATCH-2024-3064,2024-01-02,QC-03,FAIL,EdgeCrack,2.15,Y
BATCH-2024-3065,2023-07-19,QC-06,PASS,,0.27,Y
BATCH-2024-3066,2023-02-21,QC-08,PASS,,0.45,N
BATCH-2024-3067,2023-01-02,QC-06,PASS,,0.07,N
BATCH-2024-3068,2023-05-25,QC-05,PASS,,0.2,N
BATCH-2024-3069,2024-05-10,QC-04,PASS,,0.06,N
BATCH-2024-3070,2024-04-06,QC-05,PASS,,0.08,N
BATCH-2024-3071,2023-11-12,QC-06,PASS,,0.35,Y
BATCH-2024-3072,2023-11-06,QC-03,PASS,,0.03,N
BATCH-2024-3073,2023-01-25,QC-05,PASS,,0.36,N
BATCH-2024-3074,2024-01-16,QC-08,PASS,,0.37,Y
BATCH-2024-3075,2024-03-17,QC-03,PASS,,0.41,Y
BATCH-2024-3076,2023-06-06,QC-01,PASS,,0.32,Y
BATCH-2024-3077,2023-09-20,QC-02,PASS,,0.45,N
BATCH-2024-3078,2024-06-02,QC-07,PASS,,0.25,Y
BATCH-2024-3079,2023-01-01,QC-03,PASS,,0.33,N
BATCH-2024-3080,2023-02-01,QC-02,PASS,,0.31,Y
BATCH-2024-3081,2023-12-11,QC-03,PASS,,0.25,N
BATCH-2024-3082,2023-05-20,QC-08,PASS,,0.07,Y
BATCH-2024-3083,2023-05-03,QC-03,PASS,,0.19,N
BATCH-2024-3084,2024-05-18,QC-07,PASS,,0.38,Y
BATCH-2024-3085,2023-04-23,QC-04,PASS,,0.09,Y
BATCH-2024-3086,2024-06-11,QC-05,PASS,,0.01,N
BATCH-2024-3087,2023-02-09,QC-01,PASS,,0.46,N
BATCH-2024-3088,2023-04-25,QC-04,PASS,,0.45,N
BATCH-2024-3089,2023-10-18,QC-05,PASS,,0.25,N
BATCH-2024-3090,2024-04-09,QC-03,PASS,,0.3,N
BATCH-2024-3091,2023-03-14,QC-02,PASS,,0.33,N
BATCH-2024-3092,2023-03-23,QC-07,PASS,,0.35,N
BATCH-2024-3093,2023-08-10,QC-03,PASS,,0.2,N
BATCH-2024-3094,2023-03-24,QC-03,PASS,,0.33,N
BATCH-2024-3095,2024-04-15,QC-07,PASS,,0.32,N
BATCH-2024-3096,2023-11-07,QC-06,PASS,,0.26,Y
BATCH-2024-3097,2024-03-12,QC-04,PASS,,0.44,N
BATCH-2024-3098,2024-06-06,QC-05,PASS,,0.16,N
BATCH-2024-3099,2023-12-21,QC-05,PASS,,0.02,Y
BATCH-2024-3100,2023-07-24,QC-02,PASS,,0.27,N
BATCH-2024-3101,2023-11-12,QC-08,PASS,,0.33,N
BATCH-2024-3102,2023-02-03,QC-04,PASS,,0.4,N
BATCH-2024-3103,2023-12-07,QC-05,PASS,,0.46,N
BATCH-2024-3104,2023-04-06,QC-03,FAIL,EdgeCrack,4.14,N
BATCH-2024-3105,2023-12-06,QC-03,PASS,,0.5,Y
BATCH-2024-3106,2023-01-16,QC-05,PASS,,0.24,N
BATCH-2024-3107,2024-03-22,QC-02,PASS,,0.41,N
BATCH-2024-3108,2023-07-18,QC-05,PASS,,0.23,N
BATCH-2024-3109,2023-05-30,QC-06,PASS,,0.27,Y
BATCH-2024-3110,2023-06-03,QC-01,PASS,,0.34,Y
BATCH-2024-3111,2024-05-09,QC-07,PASS,,0.46,N
BATCH-2024-3112,2024-02-19,QC-06,PASS,,0.28,N
BATCH-2024-3113,2024-05-16,QC-01,PASS,,0.04,Y
BATCH-2024-3114,2023-02-26,QC-06,PASS,,0.06,N
BATCH-2024-3115,2023-02-25,QC-07,PASS,,0.4,N
BATCH-2024-3116,2024-05-26,QC-01,PASS,,0.06,N
BATCH-2024-3117,2023-07-10,QC-01,PASS,,0.15,N
BATCH-2024-3118,2023-01-02,QC-02,PASS,,0.09,Y
BATCH-2024-3119,2023-12-26,QC-01,PASS,,0.33,N
BATCH-2024-3120,2023-12-13,QC-04,PASS,,0.02,Y
BATCH-2024-3121,2024-06-07,QC-05,PASS,,0.34,N
BATCH-2024-3122,2023-04-03,QC-04,PASS,,0.07,N
BATCH-2024-3123,2023-10-06,QC-02,PASS,,0.39,Y
BATCH-2024-3124,2024-05-10,QC-03,PASS,,0.47,N
BATCH-2024-3125,2023-07-18,QC-04,PASS,,0.5,Y
BATCH-2024-3126,2023-03-13,QC-04,PASS,,0.22,N
BATCH-2024-3127,2023-04-27,QC-06,PASS,,0.43,N
BATCH-2024-3128,2024-01-05,QC-05,PASS,,0.4,Y
BATCH-2024-3129,2023-03-03,QC-06,PASS,,0.23,N
BATCH-2024-3130,2023-05-07,QC-07,PASS,,0.12,N
BATCH-2024-3131,2024-03-13,QC-05,PASS,,0.06,Y
BATCH-2024-3132,2024-04-06,QC-04,PASS,,0.35,N
BATCH-2024-3133,2023-10-01,QC-06,PASS,,0.03,N
BATCH-2024-3134,2023-05-09,QC-07,PASS,,0.14,Y
BATCH-2024-3135,2024-05-01,QC-08,PASS,,0.35,Y
BATCH-2024-3136,2023-11-23,QC-04,PASS,,0.13,Y
BATCH-2024-3137,2023-05-13,QC-08,PASS,,0.01,N
BATCH-2024-3138,2023-04-11,QC-08,PASS,,0.49,N
BATCH-2024-3139,2024-04-09,QC-03,PASS,,0.27,N
BATCH-2024-3140,2023-07-29,QC-02,PASS,,0.02,N
BATCH-2024-3141,2023-10-18,QC-04,PASS,,0.19,N
BATCH-2024-3142,2024-01-21,QC-08,PASS,,0.16,Y
BATCH-2024-3143,2023-05-31,QC-04,PASS,,0.11,N
BATCH-2024-3144,2023-12-16,QC-06,PASS,,0.07,N
BATCH-2024-3145,2023-08-28,QC-02,PASS,,0.11,N
BATCH-2024-3146,2023-03-23,QC-01,PASS,,0.48,N
BATCH-2024-3147,2023-12-10,QC-01,PASS,,0.27,N
BATCH-2024-3148,2023-05-09,QC-03,PASS,,0.28,Y
BATCH-2024-3149,2024-05-31,QC-08,FAIL,dimensional_deviation,2.73,Y
BATCH-2024-3150,2023-12-08,QC-01,PASS,,0.3,Y
BATCH-2024-3151,2023-04-13,QC-02,PASS,,0.11,N
BATCH-2024-3152,2024-02-13,QC-01,PASS,,0.02,N
BATCH-2024-3153,2024-02-15,QC-02,FAIL,Surface Delamination,1.6,N
BATCH-2024-3154,2024-04-06,QC-03,PASS,,0.41,Y
BATCH-2024-3155,2023-10-21,QC-05,PASS,,0.3,N
BATCH-2024-3156,2023-04-26,QC-01,PASS,,0.3,N
BATCH-2024-3157,2023-09-04,QC-08,PASS,,0.29,Y
BATCH-2024-3158,2023-01-03,QC-01,PASS,,0.43,N
BATCH-2024-3159,2023-09-16,QC-03,PASS,,0.45,N
BATCH-2024-3160,2023-06-13,QC-01,PASS,,0.35,N
BATCH-2024-3161,2023-02-25,QC-05,PASS,,0.11,N
BATCH-2024-3162,2023-11-27,QC-01,PASS,,0.02,Y
BATCH-2024-3163,2023-08-13,QC-01,PASS,,0.45,Y
BATCH-2024-3164,2024-03-15,QC-08,PASS,,0.03,Y
BATCH-2024-3165,2023-05-21,QC-02,PASS,,0.44,Y
BATCH-2024-3166,2023-11-26,QC-04,PASS,,0.12,N
BATCH-2024-3167,2023-06-21,QC-04,PASS,,0.48,N
BATCH-2024-3168,2024-05-05,QC-06,PASS,,0.11,N
BATCH-2024-3169,2023-05-09,QC-03,PASS,,0.3,N
BATCH-2024-3170,2023-11-09,QC-02,PASS,,0.16,N
BATCH-2024-3171,2024-02-13,QC-02,PASS,,0.17,N
BATCH-2024-3172,2024-06-29,QC-06,PASS,,0.16,N
BATCH-2024-3173,2023-09-05,QC-01,PASS,,0.49,Y
BATCH-2024-3174,2023-07-02,QC-08,PASS,,0.06,N
BATCH-2024-3175,2024-06-11,QC-02,PASS,,0.19,Y
BATCH-2024-3176,2023-01-21,QC-08,PASS,,0.42,Y
BATCH-2024-3177,2023-05-10,QC-04,PASS,,0.28,N
BATCH-2024-3178,2024-05-13,QC-02,PASS,,0.06,Y
BATCH-2024-3179,2023-11-21,QC-04,PASS,,0.46,Y
BATCH-2024-3180,2024-05-13,QC-01,PASS,,0.16,N
BATCH-2024-3181,2023-04-16,QC-05,PASS,,0.37,N
BATCH-2024-3182,2023-05-30,QC-08,PASS,,0.43,N
BATCH-2024-3183,2023-05-08,QC-03,PASS,,0.31,N
BATCH-2024-3184,2023-10-15,QC-03,PASS,,0.14,N
BATCH-2024-3185,2023-01-27,QC-01,PASS,,0.08,N
BATCH-2024-3186,2024-06-04,QC-05,PASS,,0.02,N
BATCH-2024-3187,2024-02-21,QC-08,PASS,,0.3,N
BATCH-2024-3188,2023-08-23,QC-04,PASS,,0.21,Y
BATCH-2024-3189,2023-07-05,QC-02,PASS,,0.18,N
BATCH-2024-3190,2023-11-15,QC-01,PASS,,0.14,N
BATCH-2024-3191,2023-05-12,QC-08,PASS,,0.22,N
BATCH-2024-3192,2023-03-12,QC-07,PASS,,0.08,Y
BATCH-2024-3193,2024-03-06,QC-04,PASS,,0.47,N
BATCH-2024-3194,2024-04-16,QC-05,PASS,,0.21,N
BATCH-2024-3195,2024-05-30,QC-03,PASS,,0.23,Y
BATCH-2024-3196,2023-12-05,QC-03,PASS,,0.33,Y
BATCH-2024-3197,2023-09-30,QC-07,PASS,,0.24,N
BATCH-2024-3198,2024-04-18,QC-02,PASS,,0.1,N
BATCH-2024-3199,2024-05-13,QC-07,PASS,,0.03,N
BATCH-2024-3200,2023-10-12,QC-02,PASS,,0.24,N
BATCH-2024-3201,2023-05-30,QC-02,PASS,,0.11,N
BATCH-2024-3202,2024-03-04,QC-08,PASS,,0.17,N
BATCH-2024-3203,2023-11-21,QC-04,PASS,,0.33,Y
BATCH-2024-3204,2023-03-25,QC-07,PASS,,0.28,N
BATCH-2024-3205,2024-01-21,QC-01,PASS,,0.37,Y
BATCH-2024-3206,2024-01-12,QC-05,PASS,,0.36,Y
BATCH-2024-3207,2023-05-03,QC-05,PASS,,0.31,N
BATCH-2024-3208,2023-10-09,QC-03,PASS,,0.09,N
BATCH-2024-3209,2023-06-07,QC-04,FAIL,edgecrack,4.47,N
BATCH-2024-3210,2023-07-03,QC-03,PASS,,0.43,Y
BATCH-2024-3211,2024-03-05,QC-08,PASS,,0.32,N
BATCH-2024-3212,2024-02-02,QC-01,PASS,,0.16,N
BATCH-2024-3213,2024-05-21,QC-06,PASS,,0.3,N
BATCH-2024-3214,2023-09-08,QC-05,PASS,,0.48,N
BATCH-2024-3215,2023-02-14,QC-02,PASS,,0.37,N
BATCH-2024-3216,2024-01-10,QC-02,PASS,,0.31,N
BATCH-2024-3217,2023-04-22,QC-08,PASS,,0.01,Y
BATCH-2024-3218,2024-05-29,QC-05,PASS,,0.14,N
BATCH-2024-3219,2024-01-30,QC-03,FAIL,surf-delam,4.22,N
BATCH-2024-3220,2024-03-02,QC-03,PASS,,0.01,N
BATCH-2024-3221,2023-01-20,QC-07,PASS,,0.14,N
BATCH-2024-3222,2024-01-09,QC-03,PASS,,0.13,Y
BATCH-2024-3223,2023-05-30,QC-05,PASS,,0.24,N
BATCH-2024-3224,2023-10-15,QC-07,PASS,,0.2,N
BATCH-2024-3225,2024-04-25,QC-04,PASS,,0.45,Y
BATCH-2024-3226,2023-01-01,QC-05,PASS,,0.46,N
BATCH-2024-3227,2024-01-06,QC-03,PASS,,0.03,N
BATCH-2024-3228,2023-04-15,QC-03,PASS,,0.21,N
BATCH-2024-3229,2023-01-23,QC-06,PASS,,0.1,N
BATCH-2024-3230,2023-03-07,QC-02,FAIL,edge_crack,4.32,N
BATCH-2024-3231,2024-02-12,QC-07,PASS,,0.44,N
BATCH-2024-3232,2023-04-20,QC-01,PASS,,0.5,N
BATCH-2024-3233,2023-05-06,QC-05,PASS,,0.04,Y
BATCH-2024-3234,2023-11-17,QC-02,PASS,,0.04,N
BATCH-2024-3235,2023-08-10,QC-04,PASS,,0.1,N
BATCH-2024-3236,2023-08-31,QC-03,FAIL,edge crack,1.78,N
BATCH-2024-3237,2023-03-13,QC-04,PASS,,0.11,N
BATCH-2024-3238,2024-05-19,QC-06,PASS,,0.4,N
BATCH-2024-3239,2024-04-27,QC-06,PASS,,0.21,N
BATCH-2024-3240,2024-05-23,QC-08,PASS,,0.12,N
BATCH-2024-3241,2023-04-13,QC-08,PASS,,0.15,Y
BATCH-2024-3242,2023-05-02,QC-07,PASS,,0.3,N
BATCH-2024-3243,2023-12-07,QC-03,PASS,,0.43,N
BATCH-2024-3244,2023-11-14,QC-05,PASS,,0.47,N
BATCH-2024-3245,2023-02-13,QC-06,PASS,,0.47,N
BATCH-2024-3246,2023-10-05,QC-01,PASS,,0.18,N
BATCH-2024-3247,2023-05-03,QC-02,PASS,,0.17,N
BATCH-2024-3248,2023-01-07,QC-08,PASS,,0.01,N
BATCH-2024-3249,2023-12-26,QC-05,PASS,,0.34,N
BATCH-2024-3250,2023-05-10,QC-07,PASS,,0.25,N
BATCH-2024-3251,2024-06-05,QC-02,PASS,,0.29,N
BATCH-2024-3252,2023-07-15,QC-05,PASS,,0.36,N
BATCH-2024-3253,2023-07-09,QC-06,PASS,,0.35,N
BATCH-2024-3254,2024-05-22,QC-06,PASS,,0.25,Y
BATCH-2024-3255,2024-05-21,QC-07,PASS,,0.31,N
BATCH-2024-3256,2023-06-06,QC-07,PASS,,0.03,N
BATCH-2024-3257,2023-01-31,QC-08,PASS,,0.05,N
BATCH-2024-3258,2024-06-19,QC-06,PASS,,0.29,Y
BATCH-2024-3259,2024-05-02,QC-03,PASS,,0.45,N
BATCH-2024-3260,2023-04-18,QC-03,PASS,,0.34,N
BATCH-2024-3261,2024-06-16,QC-03,PASS,,0.15,N
BATCH-2024-3262,2024-03-28,QC-05,PASS,,0.38,Y
BATCH-2024-3263,2023-02-17,QC-08,PASS,,0.25,Y
BATCH-2024-3264,2023-03-25,QC-07,PASS,,0.15,Y
BATCH-2024-3265,2023-01-18,QC-03,PASS,,0.1,N
BATCH-2024-3266,2024-06-29,QC-08,PASS,,0.18,N
BATCH-2024-3267,2023-05-27,QC-01,PASS,,0.44,N
BATCH-2024-3268,2023-10-01,QC-04,FAIL,SurfDeLam,3.67,N
BATCH-2024-3269,2023-01-02,QC-08,PASS,,0.21,N
BATCH-2024-3270,2023-12-20,QC-05,PASS,,0.41,N
BATCH-2024-3271,2024-03-23,QC-01,PASS,,0.11,N
BATCH-2024-3272,2023-09-14,QC-04,PASS,,0.35,N
BATCH-2024-3273,2024-03-13,QC-04,PASS,,0.29,N
BATCH-2024-3274,2023-05-13,QC-06,PASS,,0.43,N
BATCH-2024-3275,2023-02-06,QC-06,PASS,,0.4,N
BATCH-2024-3276,2024-06-07,QC-03,PASS,,0.36,N
BATCH-2024-3277,2023-01-15,QC-05,PASS,,0.4,Y
BATCH-2024-3278,2023-11-11,QC-08,PASS,,0.19,N
BATCH-2024-3279,2023-02-04,QC-04,PASS,,0.1,N
BATCH-2024-3280,2023-10-20,QC-01,PASS,,0.35,N
BATCH-2024-3281,2023-10-31,QC-04,PASS,,0.25,N
BATCH-2024-3282,2023-10-31,QC-08,PASS,,0.21,Y
BATCH-2024-3283,2023-04-10,QC-07,PASS,,0.34,Y
BATCH-2024-3284,2023-02-17,QC-07,PASS,,0.35,N
BATCH-2024-3285,2023-05-07,QC-04,PASS,,0.03,Y
BATCH-2024-3286,2023-06-08,QC-08,PASS,,0.01,N
BATCH-2024-3287,2023-10-01,QC-05,PASS,,0.35,Y
BATCH-2024-3288,2023-07-16,QC-06,PASS,,0.28,Y
BATCH-2024-3289,2023-05-04,QC-03,PASS,,0.23,N
BATCH-2024-3290,2023-05-03,QC-08,PASS,,0.12,N
BATCH-2024-3291,2023-07-29,QC-03,PASS,,0.36,Y
BATCH-2024-3292,2023-11-03,QC-01,FAIL,SurfDeLam,1.84,N
BATCH-2024-3293,2023-08-12,QC-04,PASS,,0.18,N
BATCH-2024-3294,2024-04-14,QC-08,PASS,,0.01,N
BATCH-2024-3295,2023-10-17,QC-01,PASS,,0.13,N
BATCH-2024-3296,2024-03-10,QC-03,PASS,,0.3,Y
BATCH-2024-3297,2023-10-19,QC-07,PASS,,0.5,Y
BATCH-2024-3298,2023-06-02,QC-03,PASS,,0.28,N
BATCH-2024-3299,2023-10-27,QC-04,PASS,,0.27,N
BATCH-2024-3300,2023-04-17,QC-02,PASS,,0.06,N
BATCH-2024-3301,2023-12-18,QC-02,PASS,,0.32,N
BATCH-2024-3302,2024-05-05,QC-03,PASS,,0.12,Y
BATCH-2024-3303,2024-02-19,QC-02,PASS,,0.35,N
BATCH-2024-3304,2023-05-23,QC-06,FAIL,edge_crack,1.0,Y
BATCH-2024-3305,2023-09-01,QC-03,PASS,,0.42,Y
BATCH-2024-3306,2023-10-10,QC-06,PASS,,0.41,N
BATCH-2024-3307,2024-03-08,QC-04,PASS,,0.48,Y
BATCH-2024-3308,2024-05-14,QC-01,PASS,,0.48,N
BATCH-2024-3309,2023-04-10,QC-06,PASS,,0.48,Y
BATCH-2024-3310,2023-12-13,QC-06,PASS,,0.21,N
BATCH-2024-3311,2023-04-12,QC-02,PASS,,0.38,N
