batch_id,inspection_date,inspector_id,product_type,pass_fail,defect_type,defect_rate_pct,rework_flag,sample_size,defects_found,measurement_tool,hold_released,customer_specific,remarks
BATCH-2022-0271,2023-06-23,QC-06,Clutch Plate,REWORK,Surface delamination,1.072,,122.0,20.0,Go/No-Go gauge,N,OEM-MAHINDRA,Re-inspect after rework
BATCH-2021-0062,2022-10-03,QC-07,ABS Sensor Ring,FAIL,Warpage > 0.3 mm,8.9018,N,97.0,24.0,Height gauge,Y,,Escalated to QA Manager
BATCH-2021-0172,2024-01-12,QC-09,Disc Brake Caliper,FAIL,Dimensional out-of-spec,4.2912,Y,,15.0,Vernier,Y,,Waived by OEM
BATCH-2022-0026,2024-09-15,QC-05,ABS Sensor Ring,PASS,,5.567,N,75.0,0.0,Height gauge,Y,OEM-MAHINDRA,
BATCH-2024-0484,2024-03-11,QC-07,CV Joint,PASS,,2.8062,Y,,0.0,CMM,Y,OEM-HYUNDAI,Customer concession raised
BATCH-2024-0158,2023-10-18,QC-04,Clutch Plate,PASS,,7.251,Y,,0.0,Visual,N,,OK
BATCH-2023-0011,2023-02-18,QC-08,Brake Disc,PASS,,11.7662,N,123.0,0.0,Hardness tester,Y,OEM-BAJAJ,Waived by OEM
BATCH-2023-0087,10-03-2022,QC-08,Drum Brake Assy,PASS,,3.6453,N,112.0,0.0,Vernier,N,OEM-TATA,Borderline – monitor next batch
BATCH-2022-0195,03-Jan-2022,QC-05,Wheel Hub Assy,PASS,,3.0811,Y,86.0,0.0,Torque wrench,,OEM-SUZUKI,Customer concession raised
BATCH-2023-0003,12/03/2024,QC-09,Drum Brake Assy,PASS,,0.0584,N,31.0,0.0,Torque wrench,Y,OEM-TATA,Customer concession raised
BATCH-2021-0480,2021-09-03,QC-04,Wheel Hub Assy,PASS,,6.2468,N,113.0,,Go/No-Go gauge,N,OEM-FORD,Customer concession raised
BATCH-2023-0332,2024-01-22,QC-04,CV Joint,PASS,,4.6229,N,99.0,0.0,CMM,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2024-0356,2024-07-03,QC-03,Brake Disc,FAIL,Edge chipping,2.4558,Y,33.0,24.0,CMM,Y,OEM-SUZUKI,Customer concession raised
BATCH-2021-0352,2022-05-13,QC-02,Disc Brake Caliper,PASS,,11.1435,Y,188.0,0.0,Vernier,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2022-0185,2023-03-03,QC-07,Brake Pad Type B,REWORK,Corrosion pitting,6.6838,N,55.0,7.0,Height gauge,,OEM-TATA,Customer concession raised
BATCH-2023-0095,2022-01-06,QC-09,Wheel Hub Assy,PASS,,3.788,Y,96.0,0.0,Vernier,N,OEM-TATA,Waived by OEM
BATCH-2023-0412,2023-05-12,QC-07,Drum Brake Assy,PASS,,6.9313,N,105.0,0.0,,N,OEM-RENAULT,Customer concession raised
BATCH-2021-0400,2022-11-26,QC-01,Drum Brake Assy,PASS,,0.0202,Y,187.0,,Vernier,N,,Escalated to QA Manager
BATCH-2021-0254,04/09/2023,QC-04,ABS Sensor Ring,PASS,,3.4804,N,98.0,0.0,Visual,N,OEM-TVS,Escalated to QA Manager
BATCH-2023-0317,28-Dec-2021,QC-06,CV Joint,PASS,,2.5837,Y,200.0,0.0,Visual,Y,OEM-BAJAJ,Borderline – monitor next batch
BATCH-2024-0298,2022-01-20,QC-06,Brake Disc,PASS,,6.1936,Y,161.0,0.0,Hardness tester,Y,OEM-TATA,Customer concession raised
BATCH-2022-0246,2021-08-11,QC-09,ABS Sensor Ring,PASS,,9.1314,N,79.0,0.0,CMM,Y,OEM-HONDA,Escalated to QA Manager
BATCH-2023-0001,2024-07-28,QC-03,Brake Disc,PASS,,10.6992,Y,147.0,0.0,CMM,N,,Customer concession raised
BATCH-2021-0135,2023-08-26,QC-01,Brake Shoe,FAIL,Ovality – rotor,2.2154,N,,3.0,Hardness tester,N,OEM-MAHINDRA,
BATCH-2021-0050,2023-03-29,QC-01,Brake Shoe,PASS,,9.2574,N,48.0,0.0,Go/No-Go gauge,N,,Escalated to QA Manager
BATCH-2024-0303,25/01/2023,QC-05,Clutch Plate,PASS,,6.5698,Y,61.0,0.0,CMM,Y,OEM-FORD,OK
BATCH-2021-0467,2023-12-10,QC-06,Brake Shoe,PASS,,2.6506,Y,110.0,0.0,,N,OEM-BAJAJ,OK
BATCH-2022-0412,2021-08-23,QC-04,Brake Pad Type B,FAIL,Adhesive bond failure,4.7746,N,196.0,19.0,Hardness tester,N,,Borderline – monitor next batch
BATCH-2021-0395,2024-03-19,QC-08,Wheel Hub Assy,PASS,,0.8812,N,95.0,0.0,Height gauge,N,OEM-HONDA,Re-inspect after rework
BATCH-2021-0364,2023-07-01,QC-04,Brake Disc,PASS,,9.2053,N,198.0,0.0,Hardness tester,N,OEM-MAHINDRA,Borderline – monitor next batch
BATCH-2023-0303,2023-06-16,QC-05,Brake Pad Type B,PASS,,8.0633,,62.0,0.0,CMM,N,OEM-TATA,Borderline – monitor next batch
BATCH-2023-0093,2021-05-08,QC-06,Brake Shoe,PASS,,0.9166,,,0.0,CMM,N,OEM-HYUNDAI,Waived by OEM
BATCH-2022-0138,2022-11-05,QC-09,Brake Shoe,REWORK,Surface delamination,4.4508,Y,169.0,24.0,Height gauge,N,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2024-0183,2022-12-15,QC-08,Brake Disc,PASS,,9.7579,Y,57.0,0.0,CMM,N,OEM-BAJAJ,Customer concession raised
BATCH-2022-0255,2023-03-15,QC-03,CV Joint,REWORK,Dimensional out-of-spec,6.3937,N,46.0,22.0,CMM,N,OEM-TATA,Customer concession raised
BATCH-2021-0020,2022-01-29,QC-04,Brake Disc,FAIL,Dimensional out-of-spec,7.8989,N,109.0,3.0,Visual,N,OEM-HONDA,Borderline – monitor next batch
BATCH-2021-0098,2022-08-04,QC-02,Wheel Hub Assy,FAIL,Lining detachment,2.5127,Y,154.0,6.0,CMM,N,,
BATCH-2021-0372,2021-01-27,QC-04,Disc Brake Caliper,PASS,,10.6148,N,21.0,,Height gauge,Y,OEM-RENAULT,OK
BATCH-2024-0345,2023-11-12,QC-06,Brake Shoe,PASS,,0.6552,Y,32.0,0.0,Visual,N,OEM-MARUTI,Escalated to QA Manager
BATCH-2024-0360,2024-09-26,QC-01,Wheel Hub Assy,PASS,,0.2705,N,117.0,0.0,Height gauge,N,OEM-FORD,Customer concession raised
BATCH-2021-0134,2021-09-21,QC-02,Drum Brake Assy,PASS,,3.1504,N,189.0,0.0,Hardness tester,Y,OEM-TVS,Re-inspect after rework
BATCH-2022-0325,2024-09-12,QC-06,Brake Disc,PASS,,6.9047,Y,191.0,0.0,Torque wrench,N,OEM-HONDA,Waived by OEM
BATCH-2022-0466,2021-03-28,QC-08,Brake Pad Type B,PASS,,8.0124,Y,132.0,0.0,Visual,Y,,
BATCH-2023-0219,2022-11-09,QC-07,Drum Brake Assy,PASS,,10.9228,Y,191.0,0.0,,N,OEM-TVS,Waived by OEM
BATCH-2024-0019,13-02-2021,QC-01,Brake Shoe,PASS,,0.7918,Y,49.0,0.0,Height gauge,N,OEM-TVS,Escalated to QA Manager
BATCH-2024-0485,2022-09-04,QC-06,Brake Pad Type A,PASS,,10.1361,N,54.0,0.0,CMM,N,,Customer concession raised
BATCH-2024-0018,02-09-2023,QC-03,Drum Brake Assy,PASS,,7.1349,Y,72.0,0.0,Hardness tester,Y,OEM-TATA,OK
BATCH-2022-0210,2021-07-02,QC-09,Brake Disc,PASS,,5.4367,N,120.0,0.0,Torque wrench,Y,OEM-FORD,Escalated to QA Manager
BATCH-2022-0288,2022-10-10,QC-04,Drum Brake Assy,FAIL,Porosity – casting defect,5.1687,N,137.0,15.0,Visual,N,OEM-TATA,OK
BATCH-2023-0133,2022-07-09,QC-07,Brake Shoe,PASS,,3.9338,N,,0.0,Hardness tester,N,OEM-RENAULT,Borderline – monitor next batch
BATCH-2022-0209,2023-02-21,QC-07,CV Joint,PASS,,7.7751,N,44.0,0.0,Vernier,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2024-0399,09/01/2021,QC-08,Brake Disc,PASS,,9.2918,N,41.0,0.0,Go/No-Go gauge,Y,,Borderline – monitor next batch
BATCH-2021-0220,01-Dec-2023,QC-05,Brake Disc,PASS,,3.8396,N,125.0,0.0,Torque wrench,Y,OEM-SUZUKI,Waived by OEM
BATCH-2023-0208,2022-10-01,QC-05,Brake Disc,PASS,,0.3853,Y,94.0,0.0,Vernier,Y,OEM-TATA,Waived by OEM
BATCH-2023-0005,2022-08-03,QC-01,Wheel Hub Assy,PASS,,3.1291,N,92.0,0.0,Go/No-Go gauge,N,OEM-RENAULT,OK
BATCH-2021-0113,2021-09-01,QC-09,Brake Disc,PASS,,5.5995,Y,50.0,0.0,CMM,N,OEM-HONDA,Escalated to QA Manager
BATCH-2021-0080,2023-11-23,QC-01,Brake Disc,PASS,,9.0938,N,125.0,0.0,Visual,Y,OEM-SUZUKI,OK
BATCH-2024-0140,2024-08-31,QC-08,Clutch Plate,PASS,,1.7438,,20.0,0.0,CMM,N,OEM-TATA,Re-inspect after rework
BATCH-2022-0144,2023-11-07,QC-06,Wheel Hub Assy,FAIL,Surface delamination,10.6242,N,179.0,3.0,Visual,N,OEM-FORD,Re-inspect after rework
BATCH-2024-0123,01/17/2022,QC-04,Brake Pad Type A,REWORK,Friction material cracking,9.5166,N,104.0,5.0,Go/No-Go gauge,Y,OEM-HONDA,Re-inspect after rework
BATCH-2022-0129,19-Aug-2021,QC-06,Clutch Plate,FAIL,Porosity – casting defect,9.0352,,,2.0,Hardness tester,N,OEM-RENAULT,Escalated to QA Manager
BATCH-2021-0273,21-Aug-2021,QC-06,Brake Pad Type A,REWORK,Improper heat treatment,10.9271,Y,128.0,21.0,Go/No-Go gauge,N,OEM-RENAULT,Borderline – monitor next batch
BATCH-2022-0158,2021-07-12,QC-04,Brake Pad Type B,PASS,,8.5172,Y,25.0,0.0,Torque wrench,,,Waived by OEM
BATCH-2024-0491,2023-05-16,QC-03,Brake Pad Type A,PASS,,8.724,Y,128.0,0.0,Height gauge,N,,Escalated to QA Manager
BATCH-2022-0474,2023-10-08,QC-03,Wheel Hub Assy,PASS,,1.0671,Y,155.0,0.0,CMM,Y,OEM-MARUTI,Waived by OEM
BATCH-2022-0090,2022-02-09,QC-07,ABS Sensor Ring,FAIL,Porosity – casting defect,4.1936,N,67.0,,,,OEM-MARUTI,Customer concession raised
BATCH-2021-0164,2024-02-16,QC-09,Brake Pad Type A,PASS,,10.8857,N,126.0,0.0,Vernier,Y,OEM-HYUNDAI,Waived by OEM
BATCH-2022-0050,2021-06-05,QC-03,Wheel Hub Assy,PASS,,7.7105,Y,27.0,,Torque wrench,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0459,2021-09-11,QC-01,Brake Disc,PASS,,8.9328,N,,0.0,Go/No-Go gauge,N,OEM-MAHINDRA,Borderline – monitor next batch
BATCH-2023-0317,10/09/2024,QC-03,Brake Shoe,PASS,,9.6901,Y,53.0,0.0,Height gauge,N,OEM-FORD,Waived by OEM
BATCH-2022-0350,2023-07-01,QC-06,Clutch Plate,PASS,,4.5204,Y,196.0,0.0,Vernier,Y,OEM-HONDA,Borderline – monitor next batch
BATCH-2023-0456,25/10/2024,QC-08,Wheel Hub Assy,PASS,,9.5088,N,166.0,0.0,Hardness tester,Y,OEM-FORD,Escalated to QA Manager
BATCH-2024-0316,2024-05-16,QC-05,Brake Pad Type B,PASS,,9.465,Y,58.0,0.0,Height gauge,Y,OEM-MARUTI,OK
BATCH-2024-0004,2022-07-14,QC-06,Brake Shoe,PASS,,6.8803,N,90.0,0.0,Hardness tester,Y,OEM-FORD,Escalated to QA Manager
BATCH-2024-0257,2022-05-27,QC-09,Drum Brake Assy,PASS,,6.3977,N,165.0,0.0,Hardness tester,N,OEM-SUZUKI,Waived by OEM
BATCH-2021-0333,2023-01-01,QC-07,Clutch Plate,PASS,,9.4447,N,107.0,0.0,Height gauge,N,OEM-MAHINDRA,
BATCH-2021-0314,2021-01-24,QC-01,Brake Shoe,PASS,,5.4418,N,175.0,0.0,Go/No-Go gauge,N,,Waived by OEM
BATCH-2024-0050,2021-05-23,QC-05,Brake Pad Type A,PASS,,4.0135,N,156.0,0.0,Torque wrench,Y,OEM-RENAULT,Escalated to QA Manager
BATCH-2021-0366,2022-12-09,QC-06,Brake Disc,PASS,,10.5277,Y,,0.0,Height gauge,N,OEM-SUZUKI,Waived by OEM
BATCH-2021-0151,2024-06-19,QC-06,Disc Brake Caliper,PASS,,6.2214,Y,80.0,0.0,Torque wrench,,,Waived by OEM
BATCH-2023-0134,2022-12-27,QC-04,Brake Pad Type A,FAIL,Improper heat treatment,8.8916,N,69.0,5.0,Visual,N,OEM-MARUTI,Customer concession raised
BATCH-2022-0337,2022-12-03,QC-04,Brake Pad Type B,FAIL,Noise under braking,2.7484,Y,21.0,11.0,Visual,,OEM-HYUNDAI,OK
BATCH-2022-0298,2021-01-24,QC-07,Clutch Plate,PASS,,10.3541,N,107.0,0.0,Visual,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2022-0435,2024-01-17,QC-06,Wheel Hub Assy,PASS,,1.6024,Y,160.0,0.0,Torque wrench,N,OEM-RENAULT,Waived by OEM
BATCH-2021-0355,2023-05-23,QC-02,CV Joint,PASS,,1.9378,N,159.0,0.0,Visual,Y,OEM-RENAULT,
BATCH-2023-0377,2022-02-01,QC-09,Brake Pad Type A,PASS,,5.5167,Y,94.0,0.0,Vernier,N,OEM-SUZUKI,OK
BATCH-2022-0177,14-Dec-2023,QC-05,Wheel Hub Assy,PASS,,3.5361,Y,136.0,0.0,Hardness tester,Y,OEM-TVS,Re-inspect after rework
BATCH-2022-0450,2021-01-01,QC-08,Wheel Hub Assy,FAIL,Corrosion pitting,2.8196,Y,155.0,16.0,Hardness tester,Y,OEM-MAHINDRA,Customer concession raised
BATCH-2021-0427,2021-05-31,QC-08,Clutch Plate,FAIL,Adhesive bond failure,7.8197,Y,,22.0,Go/No-Go gauge,N,,Borderline – monitor next batch
BATCH-2024-0499,2024-02-23,QC-08,Brake Shoe,FAIL,Warpage > 0.3 mm,0.2481,N,153.0,8.0,Hardness tester,Y,OEM-MARUTI,Customer concession raised
BATCH-2022-0447,2023-01-06,QC-04,Clutch Plate,PASS,,6.9867,Y,87.0,0.0,Go/No-Go gauge,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2023-0181,2022-04-10,QC-08,CV Joint,PASS,,1.7766,Y,140.0,0.0,CMM,N,OEM-HYUNDAI,Customer concession raised
BATCH-2023-0166,2021-02-04,QC-04,Drum Brake Assy,PASS,,9.9457,Y,83.0,0.0,,Y,OEM-HYUNDAI,
BATCH-2021-0176,2021-09-16,QC-02,ABS Sensor Ring,PASS,,0.6853,Y,117.0,0.0,Go/No-Go gauge,Y,,Borderline – monitor next batch
BATCH-2024-0167,2023-05-25,QC-01,ABS Sensor Ring,PASS,,5.3866,N,176.0,0.0,Torque wrench,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2021-0177,2024-08-03,QC-08,Brake Disc,REWORK,Vibration at speed,1.6586,Y,191.0,22.0,Go/No-Go gauge,N,OEM-TVS,Borderline – monitor next batch
BATCH-2024-0419,2021-04-01,QC-04,Clutch Plate,PASS,,4.6593,N,91.0,0.0,Height gauge,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2022-0453,2024-07-19,QC-04,Wheel Hub Assy,PASS,,9.6871,N,145.0,0.0,Torque wrench,N,,OK
BATCH-2023-0475,2021-08-16,QC-03,Disc Brake Caliper,PASS,,11.3732,N,153.0,0.0,Hardness tester,Y,OEM-SUZUKI,OK
BATCH-2023-0407,2023-08-27,QC-01,Brake Shoe,REWORK,Porosity – casting defect,5.1038,N,127.0,25.0,Vernier,N,OEM-TATA,OK
BATCH-2021-0433,21/02/2024,QC-04,Brake Shoe,PASS,,4.1151,Y,107.0,0.0,Go/No-Go gauge,N,OEM-FORD,Re-inspect after rework
BATCH-2024-0407,2021-12-18,QC-08,ABS Sensor Ring,PASS,,0.6139,N,92.0,0.0,Vernier,Y,OEM-MARUTI,Waived by OEM
BATCH-2021-0277,2023-12-14,QC-06,CV Joint,REWORK,Warpage > 0.3 mm,8.4987,,76.0,1.0,Vernier,N,,Customer concession raised
BATCH-2021-0490,2023-02-15,QC-04,Brake Pad Type A,PASS,,5.246,Y,,0.0,Hardness tester,Y,,Borderline – monitor next batch
BATCH-2024-0165,2023-08-27,QC-04,Drum Brake Assy,PASS,,2.4641,,21.0,0.0,,Y,OEM-MAHINDRA,Customer concession raised
BATCH-2024-0390,2024-11-16,QC-07,Brake Pad Type B,REWORK,Friction material cracking,6.7744,,154.0,11.0,CMM,,OEM-HONDA,OK
BATCH-2021-0131,2022-02-15,QC-05,Disc Brake Caliper,PASS,,2.642,N,151.0,0.0,Vernier,N,OEM-SUZUKI,OK
BATCH-2021-0431,2022-10-15,QC-06,Brake Shoe,PASS,,5.3302,N,95.0,0.0,Torque wrench,Y,OEM-RENAULT,Waived by OEM
BATCH-2022-0025,02-07-2022,QC-01,Clutch Plate,PASS,,1.7423,N,,0.0,Torque wrench,N,OEM-MAHINDRA,Borderline – monitor next batch
BATCH-2024-0443,2024-03-18,QC-08,Disc Brake Caliper,REWORK,Corrosion pitting,0.2296,Y,32.0,1.0,Hardness tester,Y,OEM-MARUTI,Waived by OEM
BATCH-2021-0073,2021-01-31,QC-08,CV Joint,PASS,,9.8283,Y,23.0,0.0,CMM,Y,OEM-TVS,Re-inspect after rework
BATCH-2023-0355,2023-06-10,QC-06,Brake Disc,PASS,,9.565,Y,143.0,0.0,Hardness tester,,OEM-MAHINDRA,Waived by OEM
BATCH-2022-0353,2022-07-16,QC-02,Wheel Hub Assy,PASS,,10.1866,Y,63.0,0.0,Torque wrench,N,OEM-MAHINDRA,OK
BATCH-2024-0478,2022-01-27,QC-05,Brake Disc,PASS,,9.4167,Y,120.0,0.0,Height gauge,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2021-0421,2023-01-01,QC-07,Brake Shoe,PASS,,5.0503,N,92.0,0.0,Visual,,OEM-TATA,OK
BATCH-2023-0385,2022-08-12,QC-04,Brake Pad Type A,PASS,,10.0403,Y,100.0,0.0,Visual,Y,OEM-TATA,Escalated to QA Manager
BATCH-2024-0136,2021-08-06,QC-06,Brake Shoe,REWORK,Surface delamination,10.8289,Y,173.0,,CMM,Y,OEM-SUZUKI,Customer concession raised
BATCH-2022-0138,2021-11-18,QC-06,Brake Disc,PASS,,4.4789,Y,52.0,0.0,CMM,N,OEM-TVS,Borderline – monitor next batch
BATCH-2023-0047,2024-11-01,QC-09,Brake Disc,PASS,,8.2069,Y,193.0,0.0,Hardness tester,Y,OEM-RENAULT,Customer concession raised
BATCH-2021-0345,2022-07-22,QC-01,Drum Brake Assy,REWORK,Porosity – casting defect,10.634,N,108.0,15.0,Vernier,N,,OK
BATCH-2021-0347,2022-05-15,QC-09,Disc Brake Caliper,REWORK,Friction material cracking,10.7785,N,135.0,13.0,Torque wrench,Y,OEM-BAJAJ,Escalated to QA Manager
BATCH-2024-0395,2022-08-01,QC-05,Wheel Hub Assy,PASS,,7.2027,Y,67.0,0.0,Height gauge,N,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2023-0157,2022-01-16,QC-03,Brake Disc,PASS,,0.1073,Y,,0.0,Torque wrench,N,OEM-MARUTI,OK
BATCH-2021-0285,2022-05-17,QC-09,Wheel Hub Assy,REWORK,Lining detachment,6.8078,N,44.0,3.0,Torque wrench,N,,Escalated to QA Manager
BATCH-2021-0483,2024-01-31,QC-09,CV Joint,PASS,,1.8434,Y,191.0,0.0,Vernier,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2024-0137,25-10-2022,QC-03,Brake Pad Type B,PASS,,11.8509,Y,43.0,0.0,Hardness tester,,,Re-inspect after rework
BATCH-2024-0143,2022-10-22,QC-09,Brake Disc,PASS,,3.8439,Y,185.0,0.0,Height gauge,Y,OEM-TVS,Customer concession raised
BATCH-2021-0033,2021-04-04,QC-08,Brake Shoe,PASS,,10.6495,Y,70.0,0.0,Hardness tester,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2022-0425,2022-05-14,QC-09,Brake Pad Type A,PASS,,9.8879,Y,36.0,0.0,Torque wrench,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2022-0003,2023-11-14,QC-02,Wheel Hub Assy,PASS,,0.9857,Y,175.0,,Height gauge,N,OEM-MARUTI,OK
BATCH-2021-0444,2021-08-11,QC-01,Clutch Plate,PASS,,0.1102,N,73.0,0.0,Vernier,N,OEM-HONDA,
BATCH-2024-0322,2022-06-02,QC-05,Disc Brake Caliper,PASS,,11.7883,Y,50.0,0.0,Go/No-Go gauge,N,OEM-TATA,Escalated to QA Manager
BATCH-2022-0117,2022-11-05,QC-01,Brake Pad Type A,REWORK,Friction material cracking,11.4716,Y,123.0,12.0,Torque wrench,N,,Waived by OEM
BATCH-2023-0151,2022-04-22,QC-07,Wheel Hub Assy,PASS,,4.3915,N,104.0,0.0,Height gauge,Y,OEM-TVS,Waived by OEM
BATCH-2022-0373,2022-04-01,QC-02,Brake Pad Type A,PASS,,6.6735,N,41.0,,Visual,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2024-0243,2021-07-18,QC-03,Brake Shoe,FAIL,Edge chipping,6.9268,Y,163.0,11.0,Visual,Y,OEM-RENAULT,Customer concession raised
BATCH-2023-0481,2022-12-25,QC-05,Clutch Plate,PASS,,0.1532,N,163.0,0.0,,N,OEM-HYUNDAI,Customer concession raised
BATCH-2024-0413,15-Aug-2023,QC-06,Wheel Hub Assy,PASS,,6.6122,N,,0.0,Hardness tester,N,OEM-MAHINDRA,OK
BATCH-2022-0184,2023-02-05,QC-06,Brake Shoe,FAIL,Friction material cracking,0.8027,N,107.0,1.0,Go/No-Go gauge,N,OEM-RENAULT,
BATCH-2023-0285,2021-04-04,QC-02,Clutch Plate,PASS,,6.3069,N,134.0,0.0,CMM,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0022,2023-03-14,QC-03,Drum Brake Assy,PASS,,11.0075,N,94.0,0.0,Height gauge,Y,OEM-TVS,Waived by OEM
BATCH-2021-0050,2024-09-05,QC-04,Brake Pad Type A,PASS,,0.0985,Y,,0.0,CMM,Y,OEM-MARUTI,OK
BATCH-2023-0042,2024-03-28,QC-04,Drum Brake Assy,PASS,,9.4814,N,175.0,0.0,CMM,Y,OEM-TATA,
BATCH-2024-0159,12-Dec-2021,QC-06,Wheel Hub Assy,PASS,,1.4764,N,50.0,0.0,Vernier,N,OEM-TATA,Escalated to QA Manager
BATCH-2021-0473,24-Oct-2023,QC-06,Disc Brake Caliper,PASS,,11.3613,Y,179.0,,Visual,N,,OK
BATCH-2022-0486,11-Sep-2023,QC-05,Disc Brake Caliper,PASS,,11.5829,N,70.0,,Height gauge,N,OEM-MARUTI,OK
BATCH-2021-0033,24-07-2021,QC-09,Wheel Hub Assy,PASS,,3.4445,N,194.0,0.0,CMM,Y,OEM-MARUTI,
BATCH-2023-0028,2021-08-02,QC-05,Brake Shoe,PASS,,10.4166,Y,,0.0,Vernier,,OEM-HYUNDAI,Customer concession raised
BATCH-2021-0156,2022-10-02,QC-01,Drum Brake Assy,PASS,,9.8647,N,152.0,0.0,Vernier,Y,OEM-MARUTI,Waived by OEM
BATCH-2022-0231,2023-10-09,QC-07,Wheel Hub Assy,PASS,,2.6948,N,73.0,0.0,Vernier,N,,Customer concession raised
BATCH-2021-0027,2021-10-17,QC-01,Drum Brake Assy,FAIL,Porosity – casting defect,11.5811,Y,188.0,25.0,,N,OEM-TATA,Escalated to QA Manager
BATCH-2022-0097,2022-06-29,QC-04,Brake Disc,FAIL,Friction material cracking,7.8495,N,51.0,6.0,,N,OEM-TVS,Waived by OEM
BATCH-2022-0008,2022-08-26,QC-02,ABS Sensor Ring,REWORK,Friction material cracking,11.5211,Y,110.0,3.0,Vernier,N,OEM-MAHINDRA,
BATCH-2023-0119,2021-02-12,QC-05,Brake Shoe,PASS,,7.8986,N,56.0,0.0,Torque wrench,Y,OEM-HONDA,
BATCH-2021-0028,2024-01-29,QC-03,Brake Disc,PASS,,3.6945,N,150.0,0.0,Torque wrench,N,OEM-RENAULT,Waived by OEM
BATCH-2022-0383,2022-06-17,QC-06,ABS Sensor Ring,PASS,,5.2318,Y,138.0,,,N,OEM-TVS,Waived by OEM
BATCH-2022-0229,2023-05-23,QC-08,Disc Brake Caliper,PASS,,8.116,N,128.0,0.0,Visual,Y,,Escalated to QA Manager
BATCH-2024-0432,2021-09-17,QC-03,Drum Brake Assy,PASS,,1.395,Y,187.0,0.0,Hardness tester,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2021-0387,2023-09-29,QC-02,Drum Brake Assy,PASS,,0.6496,Y,137.0,0.0,Torque wrench,N,,Re-inspect after rework
BATCH-2021-0206,2021-07-09,QC-07,Clutch Plate,PASS,,4.3502,,89.0,0.0,Hardness tester,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2024-0274,2023-09-02,QC-09,Drum Brake Assy,PASS,,9.6489,Y,84.0,0.0,Hardness tester,N,OEM-HONDA,Re-inspect after rework
BATCH-2022-0334,2024-04-16,QC-04,Disc Brake Caliper,PASS,,3.8123,N,68.0,0.0,,N,OEM-RENAULT,Waived by OEM
BATCH-2021-0039,25-07-2022,QC-05,Brake Disc,FAIL,Vibration at speed,4.5194,Y,118.0,,Torque wrench,,OEM-SUZUKI,Waived by OEM
BATCH-2022-0296,2024-09-06,QC-01,Brake Shoe,PASS,,7.1899,N,121.0,0.0,Height gauge,Y,OEM-SUZUKI,Customer concession raised
BATCH-2023-0084,2022-11-05,QC-06,Wheel Hub Assy,PASS,,9.022,,37.0,0.0,Hardness tester,N,,
BATCH-2021-0064,2023-01-17,QC-07,Drum Brake Assy,FAIL,Adhesive bond failure,11.7521,N,162.0,24.0,,N,OEM-RENAULT,Escalated to QA Manager
BATCH-2022-0096,2022-04-08,QC-09,Brake Shoe,PASS,,8.6151,Y,108.0,0.0,Vernier,Y,OEM-TVS,
BATCH-2022-0373,2021-04-17,QC-02,Brake Shoe,PASS,,6.589,Y,54.0,,,N,OEM-RENAULT,Waived by OEM
BATCH-2021-0097,2021-11-24,QC-06,ABS Sensor Ring,PASS,,6.4652,Y,156.0,0.0,CMM,N,OEM-RENAULT,Customer concession raised
BATCH-2021-0254,2022-11-16,QC-01,Disc Brake Caliper,PASS,,3.1638,N,78.0,0.0,Go/No-Go gauge,N,OEM-FORD,Re-inspect after rework
BATCH-2021-0304,2021-09-23,QC-06,Wheel Hub Assy,PASS,,2.215,Y,120.0,0.0,Hardness tester,N,OEM-TATA,Customer concession raised
BATCH-2024-0382,10/05/2023,QC-07,Brake Shoe,PASS,,10.6778,Y,148.0,0.0,Go/No-Go gauge,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2022-0123,11-04-2023,QC-09,Brake Pad Type A,PASS,,2.1804,N,146.0,,Height gauge,N,,Borderline – monitor next batch
BATCH-2021-0058,2024-04-04,QC-05,Disc Brake Caliper,PASS,,6.8723,Y,120.0,0.0,Hardness tester,N,,Escalated to QA Manager
BATCH-2023-0143,2023-01-17,QC-05,Drum Brake Assy,PASS,,0.1164,N,71.0,0.0,CMM,Y,OEM-MAHINDRA,OK
BATCH-2021-0407,2023-10-26,QC-07,Clutch Plate,PASS,,10.5098,,141.0,0.0,Visual,Y,OEM-HONDA,Waived by OEM
BATCH-2022-0085,02/15/2024,QC-05,Brake Disc,REWORK,Corrosion pitting,9.909,N,157.0,24.0,Torque wrench,,OEM-TVS,Borderline – monitor next batch
