date,shift,machine_id,operator_id,batch_id,input_lot_ref,units_produced,cycle_time_min
2023-03-21,A,MC-01,OP-004,BATCH-2023-2349,LOT-2024-022,284,11.2
2023-05-23,A,MC-03,OP-002,BATCH-2023-2350,LOT-2023-021,295,17.1
2024-05-07,C,MC-02,OP-004,BATCH-2023-2351,LOT-2024-131,288,8.6
2024-02-05,C,MC-03,OP-005,BATCH-2023-2352,LOT-2024-192,390,8.4
2024-04-18,C,MC-04,OP-017,BATCH-2023-2353,LOT-2024-196,333,9.6
2023-03-05,B,MC-02,OP-009,,LOT-2023-074,400,8.1
2024-05-02,C,MC-04,OP-003,BATCH-2023-2355,LOT-2024-044,567,17.8
2024-01-13,C,MC-03,OP-015,BATCH-2023-2356,LOT-2024-190,365,14.6
2024-03-23,C,MC-02,OP-019,BATCH-2023-2357,LOT-2024-180,317,8.3
2023-11-18,C,MC-05,OP-007,BATCH-2023-2358,LOT-2024-148,399,12.4
2023-01-17,A,MC-03,OP-019,BATCH-2023-2359,LOT-2024-185,311,14.1
2023-04-16,A,MC-05,OP-002,BATCH-2023-2360,LOT-2023-198,321,11.4
2024-03-20,C,MC-04,OP-020,BATCH-2023-2361,LOT-2023-035,523,17.6
2024-03-11,B,MC-03,OP-015,BATCH-2023-2362,LOT-2023-159,401,8.2
2024-05-12,A,MC-05,OP-010,,LOT-2023-044,266,11.9
2023-05-21,A,MC-05,OP-001,BATCH-2023-2364,LOT-2024-168,266,16.5
2023-12-20,C,MC-02,OP-011,BATCH-2023-2365,LOT-2024-016,407,11.7
2023-12-11,B,MC-05,OP-011,BATCH-2023-2366,LOT-2024-165,219,16.2
2024-03-03,B,MC-02,OP-016,BATCH-2023-2367,LOT-2024-199,329,13.6
2023-12-28,A,MC-03,OP-018,,LOT-2023-085,348,12.2
2023-02-22,A,MC-04,OP-019,BATCH-2023-2369,LOT-2024-084,584,14.3
2023-06-29,B,MC-03,OP-006,BATCH-2023-2370,LOT-2024-145,307,15.9
2024-02-11,C,MC-05,OP-002,BATCH-2023-2371,LOT-2024-174,272,8.6
2023-08-18,A,MC-01,OP-018,,LOT-2024-069,334,15.6
2023-12-17,B,MC-05,OP-011,BATCH-2023-2373,LOT-2023-033,440,16.9
2023-08-15,A,MC-05,OP-016,BATCH-2023-2374,LOT-2024-018,392,15.1
2023-12-08,A,MC-04,OP-006,,LOT-2024-107,211,10.7
2024-06-07,A,MC-02,OP-009,BATCH-2023-2376,LOT-2023-006,408,8.8
2024-06-23,B,MC-02,OP-017,BATCH-2023-2377,LOT-2024-135,291,14.5
2023-12-24,C,MC-01,OP-010,BATCH-2023-2378,LOT-2023-169,252,15.1
2023-03-09,A,MC-02,OP-008,,LOT-2023-099,231,13.0
2024-01-18,B,MC-02,OP-014,BATCH-2023-2380,LOT-2024-023,534,16.0
2024-03-16,C,MC-02,OP-003,,LOT-2023-174,313,12.7
2023-02-19,A,MC-05,OP-008,BATCH-2023-2382,LOT-2023-176,412,12.9
2024-02-28,B,MC-03,OP-015,BATCH-2023-2383,LOT-2024-119,393,11.1
2023-12-23,A,MC-03,OP-017,BATCH-2023-2384,LOT-2024-159,256,14.1
2023-09-14,A,MC-01,OP-002,BATCH-2023-2385,LOT-2024-198,271,11.8
2023-07-29,A,MC-05,OP-020,BATCH-2023-2386,LOT-2024-096,574,15.5
2023-07-16,A,MC-02,OP-012,BATCH-2023-2387,LOT-2023-049,547,15.5
2023-03-13,A,MC-04,OP-001,BATCH-2023-2388,LOT-2024-087,273,11.8
2023-01-18,B,MC-03,OP-004,,LOT-2023-109,363,14.3
2023-05-07,B,MC-04,OP-006,BATCH-2023-2390,LOT-2024-079,254,17.3
2024-03-06,C,MC-02,OP-015,BATCH-2023-2391,LOT-2023-189,556,16.8
2024-04-09,A,MC-04,OP-019,BATCH-2023-2392,LOT-2023-045,367,16.3
2023-06-22,A,MC-03,OP-017,,LOT-2023-171,517,10.1
2024-04-18,C,MC-03,OP-017,BATCH-2023-2394,LOT-2023-096,592,13.6
2023-03-28,A,MC-04,OP-011,BATCH-2023-2395,LOT-2024-155,519,13.8
2023-10-10,B,MC-04,OP-009,BATCH-2023-2396,LOT-2024-169,592,11.2
2023-09-01,B,MC-02,OP-010,BATCH-2023-2397,LOT-2023-008,279,17.8
2024-06-22,B,MC-04,OP-001,BATCH-2023-2398,LOT-2024-138,235,13.0
2024-04-26,C,MC-03,OP-013,,LOT-2024-196,431,17.4
2023-08-22,B,MC-01,OP-005,BATCH-2023-2400,LOT-2024-037,457,15.0
2023-02-28,B,MC-01,OP-016,,LOT-2024-171,323,10.7
2024-03-09,A,MC-03,OP-001,BATCH-2023-2402,LOT-2023-028,582,12.9
2023-05-11,B,MC-04,OP-011,BATCH-2023-2403,LOT-2023-099,290,12.9
2023-10-23,C,MC-02,OP-005,BATCH-2023-2404,LOT-2023-184,589,13.6
2024-02-14,C,MC-01,OP-014,BATCH-2023-2405,LOT-2024-024,400,13.2
2024-06-04,A,MC-03,OP-012,BATCH-2023-2406,LOT-2024-092,412,14.8
2023-03-24,B,MC-01,OP-019,BATCH-2023-2407,LOT-2024-144,322,12.2
2023-09-02,B,MC-05,OP-012,BATCH-2023-2408,LOT-2024-105,360,9.2
2024-02-28,B,MC-04,OP-007,BATCH-2023-2409,LOT-2023-057,295,9.3
2024-01-16,B,MC-01,OP-019,BATCH-2023-2410,LOT-2023-096,265,8.8
2023-05-29,C,MC-03,OP-018,BATCH-2023-2411,LOT-2024-146,589,15.0
2024-02-02,B,MC-05,OP-017,BATCH-2023-2412,LOT-2024-142,521,14.1
2024-02-23,A,MC-01,OP-012,BATCH-2023-2413,LOT-2023-022,282,12.9
2023-02-22,A,MC-02,OP-012,BATCH-2023-2414,LOT-2023-100,488,15.3
2024-03-08,A,MC-02,OP-016,,LOT-2023-061,344,12.1
2023-01-11,A,MC-05,OP-003,BATCH-2023-2416,LOT-2024-100,492,16.3
2024-03-11,C,MC-03,OP-012,BATCH-2023-2417,LOT-2024-175,315,16.1
2023-01-05,B,MC-02,OP-012,BATCH-2023-2418,LOT-2023-045,413,12.7
2023-12-28,C,MC-03,OP-006,BATCH-2023-2419,LOT-2024-096,592,14.1
2023-11-13,C,MC-01,OP-007,BATCH-2023-2420,LOT-2023-077,581,9.6
2023-07-28,C,MC-02,OP-015,BATCH-2023-2421,LOT-2023-193,355,16.6
2024-01-26,A,MC-03,OP-014,BATCH-2023-2422,LOT-2024-033,241,9.2
2024-06-11,C,MC-01,OP-014,BATCH-2023-2423,LOT-2023-004,544,15.0
2023-12-04,C,MC-03,OP-007,BATCH-2023-2424,LOT-2024-036,532,17.7
2023-03-07,A,MC-05,OP-003,BATCH-2023-2425,LOT-2023-025,438,12.8
2023-01-31,A,MC-04,OP-020,BATCH-2023-2426,LOT-2024-109,355,12.8
2024-06-03,B,MC-05,OP-017,BATCH-2023-2427,LOT-2023-041,343,11.4
2023-07-17,A,MC-05,OP-009,,LOT-2024-157,215,16.3
2024-05-17,A,MC-01,OP-007,BATCH-2023-2429,LOT-2023-089,279,15.1
2023-12-18,B,MC-01,OP-019,BATCH-2023-2430,LOT-2024-177,523,11.4
2023-09-13,C,MC-01,OP-015,BATCH-2023-2431,LOT-2024-104,234,9.3
2024-02-12,C,MC-03,OP-018,BATCH-2023-2432,LOT-2023-073,509,8.7
2023-12-31,A,MC-01,OP-003,BATCH-2023-2433,LOT-2023-130,367,9.2
2024-04-23,A,MC-02,OP-013,BATCH-2023-2434,LOT-2024-106,571,8.8
2023-12-27,A,MC-02,OP-013,BATCH-2023-2435,LOT-2024-089,255,16.4
2023-12-02,C,MC-01,OP-005,BATCH-2023-2436,LOT-2024-182,488,11.0
2023-09-27,C,MC-03,OP-011,BATCH-2023-2437,LOT-2024-049,434,12.8
2024-02-24,C,MC-05,OP-014,BATCH-2023-2438,LOT-2023-185,375,14.3
2023-01-17,A,MC-03,OP-020,BATCH-2023-2439,LOT-2023-182,377,15.2
2024-03-30,C,MC-03,OP-019,BATCH-2023-2440,LOT-2023-037,587,9.9
2023-01-16,B,MC-01,OP-014,BATCH-2023-2441,LOT-2024-023,396,9.1
2023-12-02,C,MC-04,OP-018,,LOT-2023-105,221,18.0
2024-03-24,A,MC-02,OP-018,BATCH-2023-2443,LOT-2023-172,481,9.0
2023-03-10,C,MC-04,OP-013,BATCH-2023-2444,LOT-2023-195,444,12.3
2023-08-14,B,MC-02,OP-010,BATCH-2023-2445,LOT-2023-005,596,10.5
2023-08-18,B,MC-01,OP-019,BATCH-2023-2446,LOT-2024-108,522,15.0
2023-12-22,A,MC-05,OP-014,BATCH-2023-2447,LOT-2024-126,450,12.8
2023-11-22,A,MC-01,OP-013,BATCH-2023-2448,LOT-2024-116,328,15.3
2023-01-06,C,MC-05,OP-016,BATCH-2023-2449,LOT-2024-070,582,17.7
2023-02-21,A,MC-03,OP-007,BATCH-2023-2450,LOT-2024-137,248,9.4
2023-06-30,B,MC-05,OP-002,BATCH-2023-2451,LOT-2024-033,551,8.3
2023-12-02,A,MC-03,OP-013,,LOT-2023-079,262,16.3
2024-04-23,C,MC-01,OP-002,,LOT-2023-011,430,10.1
2024-06-02,C,MC-02,OP-010,BATCH-2023-2454,LOT-2024-101,572,13.0
2023-09-07,A,MC-05,OP-020,BATCH-2023-2455,LOT-2023-147,341,9.0
2023-04-20,A,MC-05,OP-008,BATCH-2023-2456,LOT-2024-148,273,9.1
2023-01-14,C,MC-03,OP-006,BATCH-2023-2457,LOT-2024-033,383,14.3
2023-04-17,C,MC-03,OP-001,BATCH-2023-2458,LOT-2023-051,495,10.9
2023-10-17,C,MC-05,OP-019,BATCH-2023-2459,LOT-2023-081,218,15.3
2023-08-22,B,MC-04,OP-015,BATCH-2023-2460,LOT-2023-143,399,16.5
2023-02-07,C,MC-05,OP-011,BATCH-2023-2461,LOT-2024-043,236,16.9
2023-11-14,B,MC-05,OP-007,BATCH-2023-2462,LOT-2023-145,473,12.6
2023-10-25,C,MC-02,OP-014,BATCH-2023-2463,LOT-2023-006,322,9.6
2023-07-29,B,MC-04,OP-008,,LOT-2024-181,461,9.7
2023-01-05,C,MC-01,OP-018,BATCH-2023-2465,LOT-2023-090,366,9.2
2023-08-17,A,MC-03,OP-015,BATCH-2023-2466,LOT-2023-121,429,12.1
2024-04-08,C,MC-05,OP-018,BATCH-2023-2467,LOT-2023-152,510,9.3
2023-02-04,B,MC-03,OP-015,BATCH-2023-2468,LOT-2023-040,338,8.3
2024-05-30,A,MC-02,OP-014,BATCH-2023-2469,LOT-2023-061,206,11.8
2024-05-15,C,MC-02,OP-009,BATCH-2023-2470,LOT-2024-029,588,14.0
2023-06-29,B,MC-01,OP-007,BATCH-2023-2471,LOT-2024-088,407,10.8
2024-02-29,C,MC-03,OP-011,BATCH-2023-2472,LOT-2024-179,317,12.5
2023-07-01,B,MC-05,OP-018,BATCH-2023-2473,LOT-2024-185,274,17.8
2023-11-27,C,MC-05,OP-002,BATCH-2023-2474,LOT-2024-168,562,9.1
2024-06-17,A,MC-03,OP-014,BATCH-2023-2475,LOT-2023-196,443,16.9
2023-08-26,B,MC-03,OP-014,BATCH-2023-2476,LOT-2024-020,453,17.9
2024-01-13,C,MC-01,OP-020,BATCH-2023-2477,LOT-2024-193,478,10.0
2023-08-03,C,MC-01,OP-006,BATCH-2023-2478,LOT-2023-067,588,12.8
2024-06-05,B,MC-03,OP-013,BATCH-2023-2479,LOT-2023-064,303,14.9
2023-07-31,B,MC-02,OP-009,BATCH-2023-2480,LOT-2023-063,593,11.2
2023-02-24,B,MC-04,OP-017,BATCH-2023-2481,LOT-2023-082,526,9.3
2023-07-16,A,MC-03,OP-005,BATCH-2023-2482,LOT-2023-164,437,8.9
2023-04-23,C,MC-05,OP-013,BATCH-2023-2483,LOT-2024-198,496,17.4
2023-09-14,A,MC-04,OP-001,BATCH-2023-2484,LOT-2024-186,307,14.8
2023-12-19,B,MC-02,OP-014,BATCH-2023-2485,LOT-2024-121,469,9.0
2023-07-13,B,MC-01,OP-006,BATCH-2023-2486,LOT-2023-046,559,10.2
2024-06-06,B,MC-02,OP-012,BATCH-2023-2487,LOT-2023-196,323,14.9
2023-09-14,B,MC-03,OP-009,BATCH-2023-2488,LOT-2023-129,232,16.4
2023-06-18,A,MC-01,OP-008,BATCH-2023-2489,LOT-2023-022,377,12.0
2023-01-29,B,MC-02,OP-011,BATCH-2023-2490,LOT-2023-130,541,11.0
2023-01-10,C,MC-04,OP-012,BATCH-2023-2491,LOT-2024-149,426,9.0
2024-05-30,A,MC-02,OP-012,BATCH-2023-2492,LOT-2024-168,230,13.2
2023-06-26,B,MC-02,OP-010,BATCH-2023-2493,LOT-2024-138,424,11.9
2024-06-20,A,MC-03,OP-018,,LOT-2023-054,424,9.8
2023-10-24,A,MC-01,OP-013,BATCH-2023-2495,LOT-2024-171,303,10.4
2023-10-28,C,MC-04,OP-005,BATCH-2023-2496,LOT-2023-027,463,15.7
2023-08-30,C,MC-03,OP-016,BATCH-2023-2497,LOT-2024-080,344,13.7
2023-04-03,C,MC-02,OP-002,BATCH-2023-2498,LOT-2023-066,317,17.4
2023-03-04,B,MC-04,OP-006,BATCH-2023-2499,LOT-2023-100,584,17.7
2024-06-20,B,MC-01,OP-018,BATCH-2023-2500,LOT-2024-082,525,11.3
2024-01-23,A,MC-01,OP-017,BATCH-2023-2501,LOT-2023-148,359,13.3
2023-03-23,B,MC-01,OP-002,BATCH-2023-2502,LOT-2024-188,293,16.7
2023-01-07,A,MC-04,OP-009,,LOT-2024-152,513,14.6
2023-07-24,A,MC-03,OP-009,BATCH-2023-2504,LOT-2023-185,237,17.6
2024-03-02,B,MC-04,OP-008,BATCH-2023-2505,LOT-2024-140,275,17.1
2024-03-16,B,MC-02,OP-007,BATCH-2023-2506,LOT-2023-046,596,13.2
2023-07-19,A,MC-04,OP-003,BATCH-2023-2507,LOT-2024-191,234,14.4
2023-01-16,C,MC-03,OP-001,BATCH-2023-2508,LOT-2024-194,286,10.4
2023-01-27,A,MC-03,OP-018,BATCH-2023-2509,LOT-2023-109,373,10.3
2023-08-16,A,MC-03,OP-015,BATCH-2023-2510,LOT-2023-199,494,15.6
2024-01-01,C,MC-02,OP-010,BATCH-2023-2511,LOT-2023-044,585,15.6
2023-07-02,C,MC-05,OP-003,BATCH-2023-2512,LOT-2023-047,382,15.9
2023-07-05,B,MC-04,OP-018,,LOT-2024-036,201,9.2
2023-06-11,A,MC-03,OP-002,BATCH-2023-2514,LOT-2024-043,444,15.4
2023-05-20,B,MC-02,OP-002,BATCH-2023-2515,LOT-2023-060,326,16.2
2023-06-22,B,MC-03,OP-020,BATCH-2023-2516,LOT-2023-190,403,16.1
2023-09-03,B,MC-01,OP-008,BATCH-2023-2517,LOT-2023-130,446,14.4
2023-12-30,B,MC-02,OP-018,BATCH-2023-2518,LOT-2023-153,587,11.6
2024-06-21,C,MC-04,OP-009,BATCH-2023-2519,LOT-2023-058,249,10.9
2024-02-26,A,MC-05,OP-011,BATCH-2023-2520,LOT-2023-033,210,11.3
2023-02-28,C,MC-01,OP-011,,LOT-2024-170,260,13.6
2023-08-05,C,MC-01,OP-016,,LOT-2024-044,329,10.9
2024-04-26,A,MC-04,OP-004,,LOT-2023-146,448,17.4
2023-01-11,B,MC-05,OP-017,BATCH-2023-2524,LOT-2023-182,552,10.8
2024-06-26,A,MC-04,OP-010,BATCH-2023-2525,LOT-2024-173,599,10.8
2024-01-23,A,MC-04,OP-013,BATCH-2023-2526,LOT-2024-002,573,8.6
2023-10-27,C,MC-01,OP-018,BATCH-2023-2527,LOT-2024-027,200,9.9
2024-06-13,B,MC-02,OP-018,BATCH-2023-2528,LOT-2023-129,547,17.4
2023-10-16,B,MC-01,OP-013,BATCH-2023-2529,LOT-2024-056,209,9.4
2023-12-03,B,MC-04,OP-018,BATCH-2023-2530,LOT-2024-096,348,17.5
2023-02-22,B,MC-05,OP-003,BATCH-2023-2531,LOT-2023-110,435,11.2
2023-09-25,B,MC-04,OP-009,BATCH-2023-2532,LOT-2023-064,280,14.1
2024-06-11,C,MC-03,OP-008,BATCH-2023-2533,LOT-2023-003,506,11.7
2024-02-11,C,MC-04,OP-008,BATCH-2023-2534,LOT-2024-049,348,15.0
2023-01-31,C,MC-04,OP-010,BATCH-2023-2535,LOT-2023-066,433,17.8
2023-10-06,C,MC-04,OP-015,BATCH-2023-2536,LOT-2024-052,218,10.8
2023-02-10,C,MC-03,OP-012,BATCH-2023-2537,LOT-2024-118,399,17.8
2023-12-11,B,MC-01,OP-002,BATCH-2023-2538,LOT-2024-116,539,10.0
2023-09-14,B,MC-05,OP-019,BATCH-2023-2539,LOT-2024-121,249,17.2
2024-06-15,C,MC-04,OP-011,BATCH-2023-2540,LOT-2023-076,419,14.2
2023-10-12,A,MC-01,OP-017,BATCH-2023-2541,LOT-2023-122,538,15.9
2024-04-12,B,MC-05,OP-019,BATCH-2023-2542,LOT-2024-018,251,11.9
2024-06-02,B,MC-01,OP-004,BATCH-2023-2543,LOT-2023-060,216,10.6
2023-12-06,A,MC-02,OP-013,BATCH-2023-2544,LOT-2024-116,367,16.1
2023-06-13,C,MC-01,OP-006,BATCH-2023-2545,LOT-2023-142,451,15.6
2024-06-05,C,MC-05,OP-003,BATCH-2023-2546,LOT-2023-067,519,16.8
2023-01-27,B,MC-05,OP-011,BATCH-2023-2547,LOT-2024-026,388,9.9
2023-08-21,B,MC-02,OP-004,BATCH-2023-2548,LOT-2024-055,471,11.2
2024-02-18,B,MC-05,OP-009,BATCH-2023-2549,LOT-2023-127,330,13.5
2023-04-08,C,MC-03,OP-002,,LOT-2024-001,427,11.7
2023-02-16,A,MC-01,OP-014,BATCH-2023-2551,LOT-2023-199,359,17.7
2023-02-11,C,MC-02,OP-006,BATCH-2023-2552,LOT-2024-041,575,13.6
2023-12-05,A,MC-03,OP-009,BATCH-2023-2553,LOT-2024-040,501,15.1
2023-06-02,B,MC-02,OP-014,BATCH-2023-2554,LOT-2023-165,408,14.3
2023-11-26,C,MC-04,OP-018,BATCH-2023-2555,LOT-2024-188,559,17.8
2023-09-07,C,MC-03,OP-007,BATCH-2023-2556,LOT-2024-018,500,15.4
2023-05-27,B,MC-04,OP-004,BATCH-2023-2557,LOT-2023-111,485,11.2
2024-02-15,A,MC-01,OP-009,BATCH-2023-2558,LOT-2023-122,231,17.6
2023-06-11,A,MC-02,OP-004,,LOT-2024-016,409,14.8
2024-05-21,A,MC-04,OP-004,BATCH-2023-2560,LOT-2024-038,279,16.8
2024-04-24,B,MC-01,OP-014,BATCH-2023-2561,LOT-2024-111,589,11.0
2024-04-14,C,MC-05,OP-004,BATCH-2023-2562,LOT-2023-177,449,17.1
2024-02-21,A,MC-04,OP-002,BATCH-2023-2563,LOT-2024-035,273,15.4
2023-11-16,A,MC-05,OP-003,BATCH-2023-2564,LOT-2023-102,363,13.1
2024-03-07,A,MC-03,OP-013,BATCH-2023-2565,LOT-2024-033,439,17.9
2024-06-08,C,MC-01,OP-013,BATCH-2023-2566,LOT-2023-175,555,17.1
2023-11-24,A,MC-04,OP-003,BATCH-2023-2567,LOT-2024-009,321,10.6
2024-04-27,C,MC-01,OP-014,BATCH-2023-2568,LOT-2023-035,396,12.4
2024-02-20,A,MC-02,OP-009,,LOT-2024-168,280,14.3
2023-04-27,B,MC-02,OP-006,BATCH-2023-2570,LOT-2024-145,456,15.5
2023-03-17,A,MC-02,OP-017,BATCH-2023-2571,LOT-2023-094,216,17.5
2024-04-08,B,MC-05,OP-018,BATCH-2023-2572,LOT-2023-030,397,11.0
2023-12-07,A,MC-01,OP-015,,LOT-2023-105,205,17.9
2023-12-23,A,MC-05,OP-012,,LOT-2024-128,218,13.6
2024-06-28,A,MC-03,OP-019,,LOT-2024-075,498,16.4
2024-03-20,C,MC-02,OP-013,BATCH-2023-2576,LOT-2023-082,326,11.1
2023-01-26,C,MC-03,OP-003,BATCH-2023-2577,LOT-2024-166,387,8.9
2024-04-02,A,MC-04,OP-017,BATCH-2023-2578,LOT-2024-020,328,13.9
2023-08-12,B,MC-03,OP-011,BATCH-2023-2579,LOT-2023-117,471,14.5
2023-03-09,A,MC-02,OP-009,BATCH-2023-2580,LOT-2024-109,413,15.6
2024-02-11,C,MC-04,OP-011,BATCH-2023-2581,LOT-2024-020,327,9.5
2023-05-25,C,MC-05,OP-004,BATCH-2023-2582,LOT-2024-199,201,9.1
2024-06-24,B,MC-01,OP-020,BATCH-2023-2583,LOT-2023-043,485,13.4
2023-02-14,B,MC-05,OP-004,BATCH-2023-2584,LOT-2024-064,269,16.9
2024-06-11,A,MC-01,OP-001,BATCH-2023-2585,LOT-2024-194,466,16.5
2023-11-28,C,MC-01,OP-018,BATCH-2023-2586,LOT-2023-085,261,10.7
2023-07-17,B,MC-01,OP-018,BATCH-2023-2587,LOT-2024-183,579,9.1
2023-02-19,C,MC-05,OP-014,BATCH-2023-2588,LOT-2024-182,502,13.9
2023-07-08,C,MC-04,OP-019,,LOT-2023-018,355,12.2
2023-05-21,B,MC-04,OP-015,BATCH-2023-2590,LOT-2023-042,416,15.8
2023-05-28,C,MC-03,OP-019,BATCH-2023-2591,LOT-2023-039,468,16.6
2024-02-11,B,MC-05,OP-017,BATCH-2023-2592,LOT-2023-118,486,15.8
2023-09-27,A,MC-04,OP-001,,LOT-2024-154,496,9.5
2023-09-08,C,MC-04,OP-012,BATCH-2023-2594,LOT-2023-186,413,17.7
2023-12-29,B,MC-04,OP-017,BATCH-2023-2595,LOT-2023-195,523,9.0
2023-01-24,C,MC-05,OP-013,BATCH-2023-2596,LOT-2024-015,348,14.5
2024-02-12,A,MC-05,OP-011,BATCH-2023-2597,LOT-2024-011,297,15.9
2023-05-14,A,MC-03,OP-018,BATCH-2023-2598,LOT-2023-006,450,11.9
2023-04-07,C,MC-05,OP-012,BATCH-2023-2599,LOT-2024-026,598,11.6
2023-09-15,A,MC-03,OP-017,BATCH-2023-2600,LOT-2024-031,302,13.8
2023-11-16,B,MC-02,OP-016,BATCH-2023-2601,LOT-2023-095,463,13.3
2024-06-06,B,MC-03,OP-013,BATCH-2023-2602,LOT-2023-004,513,10.0
2024-01-15,B,MC-02,OP-005,BATCH-2023-2603,LOT-2024-037,322,12.1
2023-08-30,B,MC-01,OP-018,BATCH-2023-2604,LOT-2023-121,305,14.1
2023-12-19,A,MC-02,OP-005,BATCH-2023-2605,LOT-2024-144,463,8.2
2024-04-10,B,MC-02,OP-019,BATCH-2023-2606,LOT-2023-174,351,11.6
2023-01-19,B,MC-03,OP-015,BATCH-2023-2607,LOT-2024-170,314,15.8
2023-08-07,A,MC-05,OP-003,BATCH-2023-2608,LOT-2023-165,215,15.4
2023-07-10,C,MC-04,OP-015,BATCH-2023-2609,LOT-2023-136,493,14.4
2024-03-10,B,MC-02,OP-002,BATCH-2023-2610,LOT-2024-191,564,17.3
2023-03-23,A,MC-05,OP-009,,LOT-2023-076,326,15.4
2023-06-27,B,MC-04,OP-016,BATCH-2023-2612,LOT-2023-022,517,15.5
2023-08-16,A,MC-05,OP-008,BATCH-2023-2613,LOT-2024-037,515,9.3
2023-09-28,B,MC-02,OP-015,BATCH-2023-2614,LOT-2024-196,433,10.5
2024-04-01,A,MC-05,OP-017,BATCH-2023-2615,LOT-2024-013,376,9.9
2023-04-13,A,MC-04,OP-007,BATCH-2023-2616,LOT-2024-111,471,10.3
2024-02-10,B,MC-02,OP-001,BATCH-2023-2617,LOT-2024-139,588,15.5
2023-10-20,C,MC-05,OP-008,BATCH-2023-2618,LOT-2024-177,388,14.6
2023-11-15,C,MC-02,OP-019,BATCH-2023-2619,LOT-2024-015,290,13.3
2023-09-05,B,MC-03,OP-014,BATCH-2023-2620,LOT-2023-039,241,16.5
2024-04-30,B,MC-04,OP-017,BATCH-2023-2621,LOT-2024-106,540,15.9
2024-06-16,C,MC-01,OP-008,BATCH-2023-2622,LOT-2024-056,493,11.3
2023-10-25,A,MC-01,OP-018,BATCH-2023-2623,LOT-2024-150,371,15.5
2023-06-27,C,MC-03,OP-015,,LOT-2024-162,309,12.9
2024-03-08,C,MC-04,OP-012,BATCH-2023-2625,LOT-2024-173,349,15.7
2024-05-20,B,MC-05,OP-005,,LOT-2024-146,269,8.2
2023-05-07,A,MC-05,OP-014,BATCH-2023-2627,LOT-2023-025,541,12.2
2023-03-01,B,MC-03,OP-019,,LOT-2023-082,374,9.1
2023-02-13,C,MC-01,OP-017,,LOT-2024-114,204,8.0
2023-09-29,A,MC-03,OP-006,BATCH-2023-2630,LOT-2024-132,537,9.7
2023-10-28,C,MC-02,OP-020,BATCH-2023-2631,LOT-2024-109,352,16.2
2023-07-23,C,MC-04,OP-005,BATCH-2023-2632,LOT-2024-030,580,11.3
2023-07-04,A,MC-03,OP-008,BATCH-2023-2633,LOT-2023-066,421,12.6
2024-04-03,B,MC-02,OP-013,BATCH-2023-2634,LOT-2024-128,593,11.3
2024-05-08,A,MC-03,OP-019,BATCH-2023-2635,LOT-2023-053,424,14.0
2023-09-20,C,MC-02,OP-017,,LOT-2024-123,215,17.6
2024-02-27,B,MC-04,OP-014,BATCH-2023-2637,LOT-2023-124,509,15.6
2023-10-07,A,MC-02,OP-010,,LOT-2023-192,593,10.3
2024-02-04,A,MC-03,OP-007,,LOT-2023-189,398,17.3
2024-01-16,B,MC-04,OP-016,BATCH-2023-2640,LOT-2023-093,305,11.2
2023-01-11,B,MC-02,OP-017,,LOT-2023-192,552,10.2
2023-11-01,B,MC-01,OP-006,BATCH-2023-2642,LOT-2024-069,548,11.8
2023-09-24,A,MC-01,OP-019,BATCH-2023-2643,LOT-2023-169,402,9.8
2024-03-27,A,MC-05,OP-002,BATCH-2023-2644,LOT-2024-179,498,11.2
2023-12-11,A,MC-04,OP-007,BATCH-2023-2645,LOT-2024-056,399,9.5
2023-05-01,B,MC-01,OP-015,,LOT-2024-174,461,12.6
2023-02-26,C,MC-03,OP-007,BATCH-2023-2647,LOT-2023-024,552,15.3
2023-09-10,B,MC-02,OP-020,BATCH-2023-2648,LOT-2024-094,362,13.8
2024-02-06,B,MC-03,OP-010,BATCH-2023-2649,LOT-2024-121,464,13.9
2023-02-07,C,MC-04,OP-020,BATCH-2023-2650,LOT-2023-047,591,14.0
2023-04-09,B,MC-01,OP-002,BATCH-2023-2651,LOT-2024-181,536,9.3
2023-09-11,B,MC-05,OP-019,BATCH-2023-2652,LOT-2023-055,299,12.7
2023-09-26,B,MC-05,OP-018,,LOT-2023-041,347,8.8
2024-05-26,C,MC-01,OP-017,BATCH-2023-2654,LOT-2023-178,336,9.7
2024-01-19,B,MC-04,OP-012,BATCH-2023-2655,LOT-2024-106,372,13.6
2023-06-10,A,MC-05,OP-011,BATCH-2023-2656,LOT-2023-178,484,12.9
2023-01-27,A,MC-02,OP-018,BATCH-2023-2657,LOT-2023-002,598,16.7
2023-07-01,A,MC-05,OP-015,BATCH-2023-2658,LOT-2023-061,469,14.1
2023-04-17,C,MC-04,OP-010,BATCH-2023-2659,LOT-2023-090,448,17.4
2024-02-25,B,MC-03,OP-012,BATCH-2023-2660,LOT-2024-189,364,8.3
2023-06-04,A,MC-05,OP-012,BATCH-2023-2661,LOT-2023-027,571,14.8
2024-06-22,B,MC-03,OP-012,BATCH-2023-2662,LOT-2023-139,584,8.3
2023-12-13,C,MC-01,OP-004,,LOT-2023-167,200,13.6
2024-03-06,B,MC-01,OP-019,BATCH-2023-2664,LOT-2024-067,308,12.5
2024-03-13,B,MC-04,OP-011,BATCH-2023-2665,LOT-2023-099,324,17.4
2023-08-28,C,MC-04,OP-008,BATCH-2023-2666,LOT-2024-114,301,17.5
2023-06-01,C,MC-01,OP-012,BATCH-2023-2667,LOT-2024-044,200,9.8
